interaction_id	host_taxid	host_organism	host_uniprot	host_gene	virus_taxid	virus_organism	virus_uniprot	virus_gene	interaction_type	detection_method	publication	publication_id	source_database	confidence
intact:EBI-25603126|imex:IM-27674-16	9606	human	O43909	EXTL3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q68DD9	DKFZp781C0423	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q93063	EXT2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q5HYG7	DKFZp686M24262	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	H7C0W6	EXOG	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8IYI6	EXOC8	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z2V5	DKFZp686J01190	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8TAG9	EXOC6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9H072	DKFZp586J151	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q96A65	EXOC4	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6IAN0	DHRS7B	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NVH0	EXD2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NUI1	DECR2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8TBG4	ETNPPL	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NY74	ETAA1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8N684	CPSF7	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	A0FGR8	ESYT2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9BSJ8	ESYT1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O76031	CLPX	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9UKH3	ERVK-9	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q902F8	ERVK-8	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P61567	ERVK-7	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O14981	BTAF1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q69384	ERVK-6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P61570	ERVK-25	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9C0C7	AMBRA1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P61565	ERVK-21	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O71037	ERVK-19	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O42043	ERVK-18	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q2NKX8	ERCC6L	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9BT22	ALG1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	B4DIP2	ERBIN	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15303	ERBB4	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P45954	ACADSB	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q96RT1	ERBIN	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P11310	ACADM	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P04626	ERBB2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NZ08	ERAP1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9UNM1	EPFP1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O43491	EPB41L2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P33897	ABCD1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8TC92	ENOX1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6ZMW3	EML6	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9H9T3	ELP3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8TBC5	ZSCAN18	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6PJG2	MIDEAS	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	L8E9U9	ELF1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15717	ELAVL1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q15056	EIF4H	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O14709	ZNF197	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	B3KW56	EIF3E	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7L2H7	EIF3M	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8IZH2	XRN1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P60228	EIF3E	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9NZJ5	EIF2AK3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9HAV4	XPO5	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q7Z2Z2	EFL1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q96C19	EFHD2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O00308	WWP2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8N7U6	EFHB	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O95036	"""WUGSC:H_RG054D04.1"""	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9BZQ6	EDEM3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6P2E9	EDC4	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q9H3U1	UNC45A	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P42892	ECE1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q14157	UBAP2L	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q96FJ2	DYNLL2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P63167	DYNLL1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8NBM4	UBAC2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q92997	DVL3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P10599	TXN	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O14641	DVL2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q8NBA8	DTWD2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P10155	RO60	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q6ZMT9	DTHD1	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q14574	DSC3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P55039	DRG2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	P04637	TP53	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	Q14195	DPYSL3	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	H0YF77	DPY19L2	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25603126|imex:IM-27674-16	9606	human	O60830	TIMM17B	11295	RABV-1	P0DOF2	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Xing et al. (2020)	imex:IM-27674|pubmed:33208464	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
