interaction_id	host_taxid	host_organism	host_uniprot	host_gene	virus_taxid	virus_organism	virus_uniprot	virus_gene	interaction_type	detection_method	publication	publication_id	source_database	confidence
intact:EBI-25750810|imex:IM-28169-11	9606	human	O75934	BCAS2	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750823|imex:IM-28169-13	9606	human	Q99459	CDC5L	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750823|imex:IM-28169-13	9606	human	Q9UMS4	PRPF19	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750823|imex:IM-28169-13	9606	human	O43660	PLRG1	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.43
intact:EBI-25750823|imex:IM-28169-13	9606	human	O75934	BCAS2	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750840|imex:IM-28169-15	9606	human	Q9UPY3	DICER1	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.50
intact:EBI-25750847|imex:IM-28169-17	9606	human	Q9UPY3	DICER1	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.50
intact:EBI-25750861|imex:IM-28169-19	9606	human	O43660	PLRG1	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0403""(colocalization)"	"psi-mi:""MI:0416""(fluorescence microscopy)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.43
intact:EBI-25749683|imex:IM-28162-3	9606	human		BCL2	694009	sars-cov	P0C6X7-PRO_0000037311	rep	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0807""(comigration in gel electrophoresis)"	Tan et al. (2009)	pubmed:19436709|imex:IM-28162	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.44
intact:EBI-25749823|imex:IM-28162-5	9606	human		bcl2_promoter_reverse_complement	694009	sars-cov	P0C6X7-PRO_0000037311	rep	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0807""(comigration in gel electrophoresis)"	Tan et al. (2009)	pubmed:19436709|imex:IM-28162	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.44
intact:EBI-25819447|imex:IM-28301-1	9606	human	Q9BYF1	ACE2	2697049	SARS-CoV-2	P0DTC2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	Zhou et al. (2020)	pubmed:32637958|imex:IM-28301	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:1.00
intact:EBI-25824800|imex:IM-28301-4	9606	human	Q9BYF1	ACE2	2697049	SARS-CoV-2	P0DTC2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0969""(bio-layer interferometry)"	Zhou et al. (2020)	pubmed:32637958|imex:IM-28301	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:1.00
intact:EBI-25824855|imex:IM-28301-6	9606	human	Q9BYF1	ACE2	2697049	SARS-CoV-2	P0DTC2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0969""(bio-layer interferometry)"	Zhou et al. (2020)	pubmed:32637958|imex:IM-28301	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:1.00
intact:EBI-25824927|imex:IM-28301-8	9606	human	Q9BYF1	ACE2	2697049	SARS-CoV-2	P0DTC2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Zhou et al. (2020)	pubmed:32637958|imex:IM-28301	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:1.00
intact:EBI-25824983|imex:IM-28301-10	9606	human	Q9BYF1	ACE2	2697049	SARS-CoV-2	P0DTC2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Zhou et al. (2020)	pubmed:32637958|imex:IM-28301	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:1.00
intact:EBI-25825007|imex:IM-28301-12	9606	human	Q9BYF1	ACE2	2697049	SARS-CoV-2	P0DTC2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Zhou et al. (2020)	pubmed:32637958|imex:IM-28301	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:1.00
intact:EBI-25751399|imex:IM-28172-5	9606	human	P08571	CD14	-2	chemical synthesis		lipopolysaccharides	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:1247""(microscale thermophoresis)"	Ganna et al. (2020)	pubmed:33295606|doi:10.1101/2020.06.29.175844|imex:IM-28172	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.44
intact:EBI-25751009|imex:IM-28168-1	9606	human	Q86WV6	STING1	694009	sars-cov	P0C6X7-PRO_0000037311	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:24622840|imex:IM-28168	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25751044|imex:IM-28168-3	9606	human	Q9UHD2	TBK1	694009	sars-cov	P0C6X7-PRO_0000037311	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:24622840|imex:IM-28168	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25751064|imex:IM-28168-5	9606	human	Q14653	IRF3	694009	sars-cov	P0C6X7-PRO_0000037311	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:24622840|imex:IM-28168	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.66
intact:EBI-25751074|imex:IM-28168-21	9606	human	Q86WV6	STING1	694009	sars-cov	P0C6X7-PRO_0000037311	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:24622840|imex:IM-28168	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25757144|imex:IM-28192-1	9606	human	Q9BYF1	ACE2	277944	cvhnl	Q6Q1S2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Wu et al. (2011)	pubmed:21411533|imex:IM-28192	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.86
intact:EBI-25757199|imex:IM-28192-3	9606	human	Q9BYF1	ACE2	277944	cvhnl	Q6Q1S2	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Wu et al. (2011)	pubmed:21411533|imex:IM-28192	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.86
intact:EBI-25757252|imex:IM-28192-5	9606	human	Q9BYF1	ACE2	694009	sars-cov	P59594	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Wu et al. (2011)	pubmed:21411533|imex:IM-28192	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.99
intact:EBI-25757279|imex:IM-28192-7	9606	human	Q9BYF1	ACE2	694009	sars-cov	P59594	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Wu et al. (2011)	pubmed:21411533|imex:IM-28192	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.99
intact:EBI-25761614|imex:IM-28205-5|wwpdb:6cs2|emdb:7582	9606	human	Q9BYF1	ACE2	694009	sars-cov	P59594	S	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:2339""(electron microscopy 3D single particle reconstruction)"	Kirchdoerfer et al. (2018)	pubmed:30356097|imex:IM-28205	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.99
intact:EBI-25761687|imex:IM-28205-7	9606	human	Q9BYF1	ACE2	694009	sars-cov	P59594	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0107""(surface plasmon resonance)"	Kirchdoerfer et al. (2018)	pubmed:30356097|imex:IM-28205	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.99
intact:EBI-25761739|imex:IM-28205-9	9606	human	Q9BYF1	ACE2	694009	sars-cov	P59594	S	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0071""(molecular sieving)"	Kirchdoerfer et al. (2018)	pubmed:30356097|imex:IM-28205	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.99
intact:EBI-25760974|imex:IM-28202-3	9606	human	P05161	ISG15	694009	sars-cov	P0C6U8-PRO_0000338257		"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	Langley et al. (2019)	pubmed:30644842|imex:IM-28202	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.72
intact:EBI-25753355|imex:IM-28180-9	9606	human	Q9GZQ8	MAP1LC3B	277944	cvhnl	P0C6X5-PRO_0000283876	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:25311841|imex:IM-28180	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25753431|imex:IM-28180-15	9606	human	Q14457	BECN1	277944	cvhnl	P0C6X5-PRO_0000283876	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:25311841|imex:IM-28180	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25753405|imex:IM-28180-11	9606	human	Q14457	BECN1	277944	cvhnl	P0C6X5-PRO_0000283876	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:25311841|imex:IM-28180	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25753421|imex:IM-28180-13	9606	human	Q14457	BECN1	277944	cvhnl	P0C6X5-PRO_0000283876	rep	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chen et al. (2014)	pubmed:25311841|imex:IM-28180	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25754692|imex:IM-28185-3	9606	human	Q9UHD2	TBK1	10090	mouse	Q60803	Traf3	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Lui et al. (2016)	pubmed:27094905|imex:IM-28185	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.59
intact:EBI-25758280|imex:IM-28193-1	9606	human	O95786	RIGI	694009	sars-cov	P59596	M	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2014)	pubmed:24509444|imex:IM-28193	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.59
intact:EBI-25758640|imex:IM-28193-3	9606	human	O95786	RIGI	694009	sars-cov	P59596	M	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2014)	pubmed:24509444|imex:IM-28193	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.59
intact:EBI-25758700|imex:IM-28193-5	9606	human	Q9UHD2	TBK1	694009	sars-cov	P59596	M	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2014)	pubmed:24509444|imex:IM-28193	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.70
intact:EBI-25767470|imex:IM-28193-6	9606	human	Q9UHD2	TBK1	694009	sars-cov	P59596	M	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2014)	pubmed:24509444|imex:IM-28193	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.70
intact:EBI-25758999|imex:IM-28196-1	9606	human	Q14258	TRIM25	1263720	cvemc	K9N4V7	N	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chang et al. (2020)	pubmed:32295922|imex:IM-28196	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25759009|imex:IM-28196-3	9606	human	Q14258	TRIM25	1263720	cvemc	K9N4V7	N	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Chang et al. (2020)	pubmed:32295922|imex:IM-28196	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25760779|imex:IM-28201-1	9606	human	Q12933	TRAF2	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2019)	pubmed:31034780|imex:IM-28201	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25761386|imex:IM-28201-6	9606	human	Q13114	TRAF3	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2019)	pubmed:31034780|imex:IM-28201	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25761386|imex:IM-28201-6	9606	human	Q9ULZ3	PYCARD	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Siu et al. (2019)	pubmed:31034780|imex:IM-28201	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25761520|imex:IM-28204-1	9606	human	Q9Y572	RIPK3	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Yue et al. (2018)	pubmed:30185776|imex:IM-28204	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.46
intact:EBI-25761628|imex:IM-28204-3	9606	human	Q9Y572	RIPK3	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Yue et al. (2018)	pubmed:30185776|imex:IM-28204	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.46
intact:EBI-25761638|imex:IM-28204-5	9606	human	P29466	CASP1	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Yue et al. (2018)	pubmed:30185776|imex:IM-28204	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.40
intact:EBI-25761868|imex:IM-28204-7	9606	human	Q9Y572	RIPK3	694009	sars-cov	J9TC74	ORF3a	"psi-mi:""MI:0403""(colocalization)"	"psi-mi:""MI:0663""(confocal microscopy)"	Yue et al. (2018)	pubmed:30185776|imex:IM-28204	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.46
intact:EBI-25762295|imex:IM-28206-1	9606	human	Q5VV42	CDKAL1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449636		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762295|imex:IM-28206-1	9606	human	P85037-1	FOXK1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449636		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762295|imex:IM-28206-1	9606	human	P11021	HSPA5	2697049	SARS-CoV-2	P0DTC1-PRO_0000449636		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762295|imex:IM-28206-1	9606	human	P56270-2	MAZ	2697049	SARS-CoV-2	P0DTC1-PRO_0000449636		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762295|imex:IM-28206-1	9606	human	Q14165	MLEC	2697049	SARS-CoV-2	P0DTC1-PRO_0000449636		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762295|imex:IM-28206-1	9606	human	P24468	NR2F2	2697049	SARS-CoV-2	P0DTC1-PRO_0000449636		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	P51798-1	CLCN7	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	O60573	EIF4E2	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.64
intact:EBI-25762307|imex:IM-28206-3	9606	human	O75477	ERLIN1	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	O94905-1	ERLIN2	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	Q6Y7W6-1	GIGYF2	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	Q9UBN7-1	HDAC6	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	P35232	PHB1	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.64
intact:EBI-25762307|imex:IM-28206-3	9606	human	Q99623	PHB2	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.64
intact:EBI-25762307|imex:IM-28206-3	9606	human	Q96K19	RNF170	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	Q9Y657	SPIN1	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762307|imex:IM-28206-3	9606	human	Q9UJZ1	STOML2	694009	sars-cov	P0C6X7-PRO_0000037310	rep	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.64
intact:EBI-25762396|imex:IM-28206-5	9606	human	P16615	ATP2A2	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	O95816	BAG2	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	P27824	CANX	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	Q9ULG6	CCPG1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	P39656	DDOST	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	O75477	ERLIN1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	O94905-1	ERLIN2	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	Q7L5D6	GET4	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	Q15011-1	HERPUD1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	P30459	HLA-A	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	Q96MM7	HS6ST2	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	P11021	HSPA5	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	P36776-3	LONP1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
intact:EBI-25762396|imex:IM-28206-5	9606	human	Q9H0U3	MAGT1	2697049	SARS-CoV-2	P0DTC1-PRO_0000449638		"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Davies et al. (2020)	imex:IM-28206|pubmed:32699849	"psi-mi:""MI:0469""(IntAct)"	intact-miscore:0.35
